,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
15696,27901,"[25, 30[",Private,266070,Prof-school,15,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,50,United-States, <=50K
15697,27902,"[20, 25[",Private,226978,HS-grad,9,Never-married,Other-service, Own-child,*,Male,0,0,35,United-States, <=50K
15698,27907,"[50, 55[",Private,259583,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
15699,27909,"[25, 30[",Private,219863,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
15700,27910,"[45, 50[",Private,206947,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,50,United-States, <=50K
15701,27912,"[25, 30[",Private,38488,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
15702,27913,"[20, 25[",Private,182504,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,25,United-States, <=50K
15703,27916,"[25, 30[",Private,46442,Bachelors,13,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,1902,50,United-States, >50K
15704,27917,"[45, 50[",Private,60267,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,38,United-States, <=50K
15705,27918,"[55, 60[",Private,264357,10th,6,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, <=50K
15706,27919,"[40, 45[",Private,191814,HS-grad,9,Married-civ-spouse,Adm-clerical, Own-child,*,Male,0,0,40,United-States, <=50K
15707,27920,"[20, 25[",Private,107882,Bachelors,13,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
15708,27922,"[15, 20[",Private,143331,11th,7,Never-married,Sales, Own-child,*,Male,0,0,20,United-States, <=50K
15709,27923,"[30, 35[",Private,126132,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,50,United-States, >50K
15710,27927,"[40, 45[",Private,257780,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
15711,27929,"[25, 30[",Private,148429,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
15712,27930,"[45, 50[",Private,71221,HS-grad,9,Divorced,Machine-op-inspct, Unmarried,*,Female,0,0,60,United-States, <=50K
15713,27932,"[35, 40[",Private,32146,Some-college,10,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
15714,27934,"[30, 35[",Private,180714,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,0,2179,40,United-States, <=50K
15715,27937,"[20, 25[",State-gov,478457,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,12,United-States, <=50K
15716,27939,"[50, 55[",Self-emp-inc,46281,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, >50K
15717,27940,"[35, 40[",Private,148015,Bachelors,13,Never-married,Sales, Own-child,*,Female,0,0,40,United-States, <=50K
15718,27941,"[15, 20[",Private,278115,Some-college,10,Never-married,Other-service, Own-child,*,Male,0,0,12,United-States, <=50K
15719,27942,"[25, 30[",Private,190525,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7298,0,55,United-States, >50K
15720,27943,"[30, 35[",Private,176673,Some-college,10,Never-married,Sales, Other-relative,*,Female,0,0,35,United-States, <=50K
15721,27945,"[35, 40[",Private,238415,HS-grad,9,Divorced,Craft-repair, Unmarried,*,Male,0,0,40,United-States, <=50K
15722,27946,"[30, 35[",Self-emp-not-inc,37939,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,35,United-States, <=50K
15723,27948,"[40, 45[",Private,383493,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,50,United-States, >50K
15724,27950,"[40, 45[",Private,20809,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,75,United-States, >50K
15725,27951,"[30, 35[",Private,148207,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,65,United-States, >50K
15726,27952,"[20, 25[",Private,200153,HS-grad,9,Never-married,Other-service, Own-child,*,Female,0,0,32,United-States, <=50K
15727,27957,"[25, 30[",Private,321577,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
15728,27958,"[30, 35[",Private,241360,Bachelors,13,Never-married,Sales, Not-in-family,*,Male,0,0,40,United-States, <=50K
15729,27960,"[30, 35[",Private,220860,HS-grad,9,Divorced,Transport-moving, Not-in-family,*,Male,0,0,45,United-States, <=50K
15730,27961,"[40, 45[",Local-gov,336571,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
15731,27964,"[30, 35[",Private,81282,HS-grad,9,Never-married,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
15732,27968,"[35, 40[",Self-emp-not-inc,183735,HS-grad,9,Married-civ-spouse,Prof-specialty, Husband,*,Male,3137,0,30,United-States, <=50K
15733,27969,"[40, 45[",Private,100800,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
15734,27972,"[30, 35[",Private,151053,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,5178,0,40,United-States, >50K
15735,27975,"[25, 30[",Private,347153,Some-college,10,Never-married,Transport-moving, Other-relative,*,Male,0,0,40,United-States, <=50K
15736,27981,"[20, 25[",Private,184543,Assoc-voc,11,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
15737,27983,"[45, 50[",Private,122026,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, <=50K
15738,27984,"[20, 25[",Private,340543,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,38,United-States, <=50K
15739,27985,"[40, 45[",Private,101950,Masters,14,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,45,United-States, <=50K
15740,27986,"[40, 45[",Private,179508,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,55,United-States, <=50K
15741,27988,"[55, 60[",Local-gov,53304,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
15742,27990,"[30, 35[",Private,184016,HS-grad,9,Never-married,Transport-moving, Not-in-family,*,Male,0,0,40,United-States, <=50K
15743,27991,"[20, 25[",Private,250165,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
15744,27992,"[20, 25[",Private,196467,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Male,0,0,35,United-States, <=50K
15745,27994,"[40, 45[",Self-emp-not-inc,178780,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
15746,27999,"[20, 25[",Private,140764,HS-grad,9,Never-married,Adm-clerical, Other-relative,*,Female,0,0,45,United-States, <=50K
15747,28001,"[45, 50[",Private,90042,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
15748,28003,"[20, 25[",Private,214387,Some-college,10,Never-married,Sales, Other-relative,*,Male,0,0,64,United-States, <=50K
15749,28004,"[35, 40[",Private,180667,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
15750,28006,"[30, 35[",Private,184440,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,3464,0,40,United-States, <=50K
15751,28007,"[20, 25[",Private,140462,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Male,0,0,40,United-States, <=50K
15752,28010,"[25, 30[",Private,287268,Some-college,10,Never-married,Other-service, Not-in-family,*,Male,0,0,35,United-States, <=50K
15753,28011,"[25, 30[",Private,215955,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15754,28014,"[25, 30[",Private,73587,HS-grad,9,Never-married,Handlers-cleaners, Not-in-family,*,Male,0,0,35,United-States, <=50K
15755,28016,"[15, 20[",Private,196119,HS-grad,9,Never-married,Sales, Own-child,*,Female,0,0,35,United-States, <=50K
15756,28017,"[25, 30[",Private,284741,Some-college,10,Never-married,Sales, Not-in-family,*,Female,0,0,30,United-States, <=50K
15757,28022,"[30, 35[",Private,161599,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,40,United-States, >50K
15758,28024,"[30, 35[",Private,236391,Some-college,10,Never-married,Sales, Not-in-family,*,Female,0,0,40,United-States, <=50K
15759,28027,"[50, 55[",Private,68982,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
15760,28029,"[30, 35[",Self-emp-not-inc,189461,HS-grad,9,Never-married,Other-service, Not-in-family,*,Female,0,0,60,United-States, <=50K
15761,28030,"[15, 20[",Self-emp-not-inc,36012,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
15762,28032,"[20, 25[",Private,157595,Some-college,10,Never-married,Handlers-cleaners, Not-in-family,*,Male,0,0,40,United-States, <=50K
15763,28034,"[30, 35[",Private,362747,Some-college,10,Never-married,Other-service, Not-in-family,*,Female,0,0,35,United-States, <=50K
15764,28035,"[20, 25[",Private,395297,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,35,United-States, <=50K
15765,28037,"[20, 25[",?,163665,HS-grad,9,Never-married,?, Own-child,*,Female,0,0,20,United-States, <=50K
15766,28041,"[45, 50[",Private,70668,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Wife,*,Female,0,0,50,United-States, <=50K
15767,28045,"[20, 25[",Private,200318,Assoc-acdm,12,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,15,United-States, <=50K
15768,28046,"[30, 35[",Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1672,40,United-States, <=50K
15769,28047,"[35, 40[",Private,109231,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15770,28050,"[35, 40[",Private,182898,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,8614,0,40,United-States, >50K
15771,28052,"[25, 30[",Private,67386,HS-grad,9,Never-married,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
15772,28054,"[30, 35[",Private,49469,Bachelors,13,Never-married,Sales, Not-in-family,*,Male,99999,0,50,United-States, >50K
15773,28055,"[35, 40[",Self-emp-not-inc,119929,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15774,28058,"[55, 60[",Private,101524,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
15775,28060,"[25, 30[",Private,195201,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, <=50K
15776,28061,"[50, 55[",Private,128272,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
15777,28062,"[35, 40[",Private,263094,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7298,0,40,United-States, >50K
15778,28063,"[50, 55[",Self-emp-inc,357596,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7298,0,55,United-States, >50K
15779,28064,"[45, 50[",Local-gov,102628,Some-college,10,Married-civ-spouse,Other-service, Husband,*,Male,0,0,40,United-States, >50K
15780,28065,"[25, 30[",Private,171114,Bachelors,13,Never-married,Exec-managerial, Own-child,*,Female,0,0,40,United-States, <=50K
15781,28069,"[35, 40[",Private,139364,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,1902,40,United-States, >50K
15782,28070,"[35, 40[",Local-gov,312785,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Male,0,0,35,United-States, <=50K
15783,28071,"[15, 20[",Private,92864,12th,8,Never-married,Other-service, Own-child,*,Female,0,0,20,United-States, <=50K
15784,28072,"[45, 50[",Local-gov,175428,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
15785,28073,"[30, 35[",Private,104223,HS-grad,9,Never-married,Other-service, Unmarried,*,Female,0,0,32,United-States, <=50K
15786,28074,"[25, 30[",Private,144784,HS-grad,9,Never-married,Other-service, Not-in-family,*,Female,0,0,40,United-States, <=50K
15787,28077,"[30, 35[",Private,133122,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
15788,28079,"[35, 40[",State-gov,172700,HS-grad,9,Never-married,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
15789,28080,"[20, 25[",Private,282484,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,40,United-States, <=50K
15790,28081,"[30, 35[",Private,323055,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, >50K
15791,28082,"[30, 35[",State-gov,291494,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
15792,28083,"[25, 30[",Private,214702,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, <=50K
15793,28084,"[30, 35[",Private,116055,HS-grad,9,Never-married,Adm-clerical, Unmarried,*,Female,2977,0,35,United-States, <=50K
15794,28085,"[30, 35[",Private,226696,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Male,0,0,55,United-States, >50K
15795,28086,"[30, 35[",Private,216827,HS-grad,9,Separated,Other-service, Unmarried,*,Female,0,0,40,United-States, <=50K
15796,28089,"[25, 30[",Private,278122,HS-grad,9,Never-married,Transport-moving, Own-child,*,Male,0,0,40,United-States, <=50K
15797,28091,"[30, 35[",Self-emp-not-inc,156890,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
15798,28092,"[15, 20[",Private,36877,10th,6,Never-married,Sales, Own-child,*,Female,0,0,10,United-States, <=50K
15799,28093,"[25, 30[",Private,131178,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,23,United-States, <=50K
15800,28094,"[30, 35[",Self-emp-inc,62396,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,62,United-States, >50K
15801,28095,"[30, 35[",Private,73054,HS-grad,9,Divorced,Sales, Unmarried,*,Female,0,0,40,United-States, <=50K
15802,28096,"[20, 25[",Private,96844,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,20,United-States, <=50K
15803,28097,"[20, 25[",Private,324922,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Male,0,0,50,United-States, <=50K
15804,28099,"[40, 45[",Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,30,United-States, >50K
15805,28100,"[55, 60[",Private,81038,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,12,United-States, <=50K
15806,28101,"[30, 35[",Private,151967,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,58,United-States, <=50K
15807,28102,"[20, 25[",Private,278107,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,60,United-States, <=50K
15808,28105,"[45, 50[",Private,247892,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,30,United-States, <=50K
15809,28106,"[20, 25[",Private,221480,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
15810,28108,"[20, 25[",Private,518530,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
15811,28110,"[30, 35[",Self-emp-inc,157466,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,45,United-States, <=50K
15812,28113,"[20, 25[",Private,252253,Some-college,10,Never-married,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
15813,28115,"[30, 35[",State-gov,343789,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, >50K
15814,28116,"[40, 45[",Private,277647,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,1902,40,United-States, >50K
15815,28117,"[40, 45[",Private,291566,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,60,United-States, <=50K
15816,28118,"[25, 30[",Private,151382,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,60,United-States, <=50K
15817,28120,"[35, 40[",Private,196178,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15818,28121,"[25, 30[",Private,302422,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
15819,28122,"[25, 30[",Private,37379,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,45,United-States, <=50K
15820,28126,"[30, 35[",Private,212781,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
15821,28129,"[40, 45[",Local-gov,180096,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,35,United-States, <=50K
15822,28130,"[20, 25[",Private,192812,Bachelors,13,Never-married,Tech-support, Own-child,*,Female,0,0,40,United-States, <=50K
15823,28131,"[15, 20[",Private,105908,HS-grad,9,Never-married,Handlers-cleaners, Other-relative,*,Male,0,0,70,United-States, <=50K
15824,28133,"[25, 30[",State-gov,234190,Some-college,10,Never-married,Other-service, Not-in-family,*,Male,0,0,20,United-States, <=50K
15825,28134,"[30, 35[",Private,260868,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
15826,28135,"[25, 30[",Private,109097,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,48,United-States, <=50K
15827,28136,"[35, 40[",Private,171393,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,7298,0,55,United-States, >50K
15828,28137,"[45, 50[",Private,209146,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
15829,28140,"[35, 40[",Private,73023,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,55,United-States, <=50K
15830,28142,"[25, 30[",Private,113635,Bachelors,13,Never-married,Other-service, Not-in-family,*,Male,0,0,35,United-States, <=50K
15831,28143,"[65, 70[",?,257269,Bachelors,13,Married-civ-spouse,?, Husband,*,Male,0,2377,35,United-States, >50K
15832,28144,"[20, 25[",?,191806,Some-college,10,Never-married,?, Own-child,*,Male,0,0,75,United-States, <=50K
15833,28147,"[45, 50[",Private,105327,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
15834,28150,"[45, 50[",Private,208067,HS-grad,9,Divorced,Craft-repair, Other-relative,*,Male,0,0,40,United-States, <=50K
15835,28151,"[50, 55[",Self-emp-not-inc,78631,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, <=50K
15836,28152,"[15, 20[",Private,210308,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,15,United-States, <=50K
15837,28154,"[30, 35[",Private,594187,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
15838,28155,"[25, 30[",Private,228476,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, >50K
15839,28156,"[20, 25[",Private,126613,Some-college,10,Never-married,Other-service, Own-child,*,Female,0,0,40,United-States, <=50K
15840,28157,"[35, 40[",Private,30267,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, <=50K
15841,28158,"[20, 25[",Private,216811,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,16,United-States, <=50K
15842,28160,"[30, 35[",Local-gov,199368,Bachelors,13,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,50,United-States, >50K
15843,28161,"[50, 55[",Private,159755,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1887,40,United-States, >50K
15844,28162,"[35, 40[",Self-emp-not-inc,188335,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,40,United-States, <=50K
15845,28163,"[20, 25[",Private,417668,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Male,0,0,30,United-States, <=50K
15846,28166,"[35, 40[",Private,164898,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
15847,28167,"[15, 20[",Private,452406,11th,7,Never-married,Sales, Own-child,*,Female,0,0,15,United-States, <=50K
15848,28169,"[30, 35[",Private,262994,Some-college,10,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
15849,28170,"[40, 45[",State-gov,167298,HS-grad,9,Divorced,Exec-managerial, Unmarried,*,Female,0,0,40,United-States, <=50K
15850,28174,"[30, 35[",Private,199539,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,48,United-States, >50K
15851,28175,"[15, 20[",?,39460,HS-grad,9,Never-married,?, Own-child,*,Male,0,0,60,United-States, <=50K
15852,28178,"[40, 45[",Self-emp-inc,151089,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
15853,28179,"[20, 25[",Private,331611,Some-college,10,Married-civ-spouse,Other-service, Husband,*,Male,0,0,50,United-States, <=50K
15854,28181,"[45, 50[",Private,151518,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,45,United-States, <=50K
15855,28182,"[20, 25[",Self-emp-inc,39844,HS-grad,9,Never-married,Transport-moving, Not-in-family,*,Male,0,0,50,United-States, <=50K
15856,28185,"[30, 35[",Private,209538,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,55,United-States, >50K
15857,28186,"[35, 40[",Self-emp-not-inc,238802,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,50,United-States, <=50K
15858,28187,"[25, 30[",Private,499197,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
15859,28188,"[35, 40[",Private,200220,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15860,28189,"[35, 40[",Private,114059,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,60,United-States, <=50K
15861,28192,"[20, 25[",Private,225156,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
15862,28199,"[25, 30[",Private,231714,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
15863,28201,"[40, 45[",Private,178866,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,25,United-States, >50K
15864,28202,"[30, 35[",Private,110643,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1977,55,United-States, >50K
15865,28203,"[30, 35[",Private,148261,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15866,28204,"[40, 45[",Private,217902,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
15867,28208,"[60, 65[",Self-emp-inc,80333,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
15868,28209,"[55, 60[",Private,265086,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
15869,28211,"[20, 25[",Private,333843,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
15870,28212,"[35, 40[",Private,296478,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
15871,28213,"[25, 30[",Local-gov,116662,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
15872,28214,"[35, 40[",Self-emp-not-inc,353298,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,99999,0,50,United-States, >50K
15873,28221,"[25, 30[",Private,509866,HS-grad,9,Never-married,Transport-moving, Not-in-family,*,Male,0,0,78,United-States, <=50K
15874,28222,"[20, 25[",State-gov,249385,Bachelors,13,Never-married,Adm-clerical, Other-relative,*,Female,0,0,10,United-States, <=50K
15875,28223,"[40, 45[",State-gov,109462,Bachelors,13,Divorced,Adm-clerical, Unmarried,*,Female,2977,0,40,United-States, <=50K
15876,28224,"[50, 55[",Private,250034,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
15877,28225,"[35, 40[",Private,249720,Bachelors,13,Divorced,Exec-managerial, Unmarried,*,Female,0,0,60,United-States, <=50K
15878,28228,"[25, 30[",State-gov,153534,Some-college,10,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,40,United-States, <=50K
15879,28230,"[25, 30[",Private,255582,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Female,0,0,40,United-States, <=50K
15880,28231,"[35, 40[",Private,204527,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
15881,28233,"[25, 30[",Self-emp-not-inc,229341,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,50,United-States, >50K
15882,28234,"[50, 55[",Private,128143,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
15883,28236,"[15, 20[",Private,301814,HS-grad,9,Never-married,Sales, Not-in-family,*,Female,0,0,20,United-States, <=50K
15884,28239,"[45, 50[",Private,340341,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
15885,28241,"[20, 25[",?,121023,Some-college,10,Never-married,?, Own-child,*,Female,0,0,40,United-States, <=50K
15886,28242,"[20, 25[",Private,259496,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,40,United-States, <=50K
15887,28243,"[30, 35[",Federal-gov,190228,Bachelors,13,Married-civ-spouse,Protective-serv, Husband,*,Male,0,1902,48,United-States, >50K
15888,28245,"[40, 45[",Private,116358,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, >50K
15889,28246,"[45, 50[",Self-emp-not-inc,180446,Some-college,10,Married-civ-spouse,Tech-support, Husband,*,Male,0,0,40,United-States, >50K
15890,28249,"[15, 20[",Private,206599,HS-grad,9,Never-married,Sales, Own-child,*,Female,0,0,40,United-States, <=50K
15891,28250,"[50, 55[",Private,313146,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
15892,28253,"[30, 35[",Private,62932,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
15893,28254,"[25, 30[",Private,44861,HS-grad,9,Never-married,Other-service, Not-in-family,*,Male,0,0,40,United-States, <=50K
15894,28255,"[45, 50[",Private,53893,Some-college,10,Married-civ-spouse,Tech-support, Husband,*,Male,0,0,40,United-States, >50K
15895,28256,"[50, 55[",Self-emp-inc,152810,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,5178,0,45,United-States, >50K
15896,28258,"[25, 30[",Private,336951,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, >50K
15897,28260,"[40, 45[",Private,54611,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
15898,28261,"[45, 50[",Self-emp-not-inc,315984,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,7688,0,50,United-States, >50K
15899,28263,"[15, 20[",Private,181020,11th,7,Never-married,Handlers-cleaners, Other-relative,*,Male,0,0,30,United-States, <=50K
15900,28265,"[15, 20[",Private,256979,HS-grad,9,Never-married,Craft-repair, Other-relative,*,Male,0,0,35,United-States, <=50K
